,Participante,Texto,Sentimiento,Palabras,Dia,Mes,Anio
723,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Cuando tengamos ya la aprobación definitiva de la ley, se las vamos a entregar y vamos a hablar bien sobre estos delitos, básicamente.",0.0860148999441322,23,7,12,2018
724,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"La Secretaría de Economía tiene, a su vez, la responsabilidad de vigilar que se den litros completos y kilos completos. Esa es una función.",0.2317452013741367,24,7,12,2018
725,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Aunque estamos llamando a los prestadores de servicios a que actúen con responsabilidad.,0.1781871303435666,13,7,12,2018
726,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y, al mismo tiempo, estamos por aprobar o el Poder Legislativo está por aprobar, porque hay una iniciativa de reforma de una ley, mejor dicho, no es una iniciativa de reforma, es una Ley de Confianza Ciudadana para que la supervisión se haga a través de un padrón, que se va a ir integrando, porque cada prestador de servicio, el dueño de una tienda, el dueño de un comercio va a decir que, bajo promesa, bajo compromiso de decir verdad, va a cumplir con la ley, con los reglamentos.",0.1160026536707344,89,7,12,2018
727,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y sólo van a ser supervisados quienes salgan en un sorteo. De todos los que se inscriban en ese padrón, un porcentaje que aparezca en el sorteo va a ser supervisado, y se les va a llevar a cabo esa supervisión con el acompañamiento de las Cámaras.",0.0617625511944705,47,7,12,2018
728,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Si se salen mal, van a ser sancionados, entre otras cosas, van a tener que ser supervisados permanentemente. Si salen bien, si son buenos ciudadanos, van a recibir un reconocimiento del Presidente de la República por estar cumpliendo con su responsabilidad.",0.2175058132887107,41,7,12,2018
729,-PREGUNTA, Gracias.,0.441790940003079,1,7,12,2018
730,-PREGUNTA,"Buenos días, presidente.",0.7291835902702605,3,7,12,2018
731,-PREGUNTA,"Preguntarle sobre el tema del balance de seguridad. Estamos por terminar una semana, ¿cuáles son los estados que reportaron mayores índices de inseguridad y si hubo una disminución? Por un lado.",0.0625265356155419,31,7,12,2018
732,-PREGUNTA,"Por el otro, ¿cuál es su opinión referente a la castración química? ¿Cree que sea la solución para evitar los delitos de violación, precisamente?",0.0559035955872426,24,7,12,2018
733,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR, No.,0.1128466787582242,1,7,12,2018
734,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Ninguna medida de ese tipo es solución. Hay que atender las causas.,0.104498698369029,12,7,12,2018
735,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y cómo vamos en esta semana. Hay que considerar que todavía no contamos con información suficiente. Pero sí fue notorio el que hubieron más delitos en la semana Guanajuato, eso sí se los puedo garantizar, también, en otras entidades. Pero ahí se registraron más homicidios, por ejemplo.",0.0066139098070117,47,7,12,2018
736,-PREGUNTA," Presidente, buenos días.",0.7291835902702605,3,7,12,2018
737,-PREGUNTA,"David Pérez de Tejada, de Informe 24.",0.0296676204146447,7,7,12,2018
738,-PREGUNTA,"Ahora que va a visitar Chiapas, ya como presidente constitucional, ¿cuál es la estrategia ante la grave crisis que padece el Estado, sobre todo en educación y salud?, ¿qué es lo que se va a hacer?",0.0626038187945018,36,7,12,2018
739,-PREGUNTA,"Y qué opina ante la solicitud de varios chiapanecos que, inclusive, han recolectado firmas, donde piden juicio político por corrupción para el casi, exgobernador, y senador Manuel Velazco.",0.020113013444457,28,7,12,2018
740,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR," En los primeros casos, de salud y educación, ya estamos trabajando. Les comentaba yo de que pronto se va a dar a conocer el Plan de Salud, que va a iniciar, precisamente, en el sureste, en Chiapas.",0.0634164389858473,37,7,12,2018
741,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"En lo educativo, ayer, tuve una reunión con el secretario de Educación, Esteban Moctezuma, con todo su equipo, y también se está avanzando.",0.0300916082999666,23,7,12,2018
742,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Acerca de la denuncia. Los ciudadanos son libres, hay instancias. Pueden proceder, si tienen los elementos. Eso es lo que puedo comentar.",0.0233159668506253,22,7,12,2018
743,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Muchísimas gracias.,0.6801493204125455,2,7,12,2018
744,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Nos vemos el lunes.,0.4666208182990845,4,7,12,2018
745,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y los que van a Nayarit, nos vemos más tarde.",0.1607092375848298,10,7,12,2018
746,-PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Gracias, gracias.",0.441790940003079,2,7,12,2018
747,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,: Buenos días.,0.9384397760356878,3,28,12,2018
748,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Hay una noticia mala y una buena. ¿Cuál quieren primero? La mala.,0.0933917615314202,12,28,12,2018
749,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"No nos vamos a ver por las mañanas como lo hemos venido haciendo, va a haber sólo una conferencia a la semana, un día a la semana, los miércoles a las 10 de la mañana.",0.5510742369364484,35,28,12,2018
750,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esa es la mala, que no nos vamos a poder ver.",0.1026277665640452,11,28,12,2018
751,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,¿Quieren la buena? Que hoy es Día de los Santos Inocentes.,0.3423380759015731,11,28,12,2018
752,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Ya no podríamos acostumbrarnos a estarnos viendo. Es la mala noticia.,0.4185783832540226,11,28,12,2018
753,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Comentarles, sí, que nos vamos a ver hasta el día 2, esa es buena noticia. No vamos a tener encuentros, mañana por ser sábado, domingo, tampoco el lunes, tengo que asistir a la toma de posesión de Tabasco. De modo que el martes estamos aquí temprano, como siempre.",0.2928790407652101,48,28,12,2018
754,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Ahora, vamos a informarles sobre la cooperación que estamos recibiendo, tanto del gobierno de Canadá, como del gobierno de Estados Unidos, para la investigación sobre la caída, el desplome del helicóptero en Puebla, estos lamentables hechos.",0.0211818044068196,36,28,12,2018
755,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Si se acuerdan, hablamos de recurrir a una instancia independiente, autónoma, especializada, a un grupo extranjero para tener un dictamen sobre las causas de este lamentable hecho. Y ya se tiene información que el ingeniero Javier Jiménez Espriú les va a dar a conocer en este instante.",0.127204610531407,47,28,12,2018
756,SECRETARIO JAVIER JIMENEZ ESPRIU,": Con su permiso, señor presidente.",0.323306212195259,6,28,12,2018
757,SECRETARIO JAVIER JIMENEZ ESPRIU,"De conformidad con las instrucciones que recibimos del señor presidente de la República, todo lo que tiene que ver con este lamentable acontecimiento será dado a conocer sin ninguna modificación, sin reparo alguno, para que haya una transparencia absoluta sobre las investigaciones.",0.1065996229397971,42,28,12,2018
758,SECRETARIO JAVIER JIMENEZ ESPRIU,"Se recurrió, entonces, a las instancias importantes internacionales sobre seguridad del transporte aéreo, y solicitamos la participación de la Comisión de Seguridad en el Transporte, tanto de los Estados Unidos como de Canadá. Lo hicimos también con la comunidad europea.",0.3376184042305029,40,28,12,2018
759,SECRETARIO JAVIER JIMENEZ ESPRIU,"Por las circunstancias del gobierno norteamericano, que está cerrado el gobierno en términos legales, como se dice, hubo alguna dificultad para contactarlos y fue hasta anoche que nos dijeron que habían hecho una excepción ante la solicitud de la cancillería mexicana para apoyar la solicitud que habíamos hecho.",0.2857332363894712,48,28,12,2018
760,SECRETARIO JAVIER JIMENEZ ESPRIU,"Sin embargo, los canadienses de inmediato señalaron su disposición para apoyarnos en este caso y desplegaron ya un grupo que hoy iniciará los trabajos en el sitio, llegaron ayer; y ellos harán la recopilación de las pruebas del caso en una absoluta secrecía, en una posición de absoluto respeto a la libertad de investigación que tienen ellos para darnos un dictamen.",0.1201700341510575,61,28,12,2018
761,SECRETARIO JAVIER JIMENEZ ESPRIU,"Entonces, hoy los canadienses iniciarán los trabajos, los deben estar iniciando ya en este momento y no sabemos cuándo tendrán un dictamen.",0.0420615526753674,22,28,12,2018
762,SECRETARIO JAVIER JIMENEZ ESPRIU,"El proceso no es sencillo, van a ver el sitio, van a ver los restos del aparato que está ahí, tomarán las muestras que estimen pertinentes de los restos del helicóptero para llevarlos a los laboratorios internacionales en Canadá y procederán a las inspecciones del caso y a dar su dictamen, que no sabemos cuánto tiempo tomará. Les hemos solicitado hacerlo lo más expedito posible.",0.211019150305678,65,28,12,2018
763,SECRETARIO JAVIER JIMENEZ ESPRIU,"En vista de que ellos se llevaron las pruebas, hemos solicitado a los miembros del American Security Board de los Estados Unidos que, una vez que tengamos el dictamen de los canadienses, nos apoyen con su análisis, también, para tener las dos versiones.",0.0127655273425038,43,28,12,2018
764,SECRETARIO JAVIER JIMENEZ ESPRIU,"Y, en igual forma, es muy probable que un comisionado, miembro de la comisión correspondiente de la comunidad europea también venga y tengamos las tres opiniones; o sea, que habrá total transparencia y el dictamen, en los términos que se plantee, será por instrucciones del ciudadano presidente del conocimiento público para que haya una total transparencia.",0.4415207996768114,56,28,12,2018
765,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,: Muy bien.,0.8068985108677682,3,28,12,2018
766,PREGUNTA,": Gracias, presidente. (Inaudible) …Ochoa de ADN 40.",0.2293815875495145,8,28,12,2018
767,PREGUNTA,"Hablando justamente de temas internacionales, hace algunos minutos el presidente de Estados Unidos lanza un tuit más, advirtiendo que podría cerrarse por completo la frontera sur de México.",0.4913882483822075,28,28,12,2018
768,PREGUNTA,¿Qué implicaría para México que sucediera esto ante las medidas que ha tomado el presidente estadounidense en los últimos días con este cierre de gobierno por no tener los recursos para poder construir el muro completamente? Gracias.,0.1144884637711366,37,28,12,2018
769,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Como ustedes se han dado cuenta, nosotros hemos actuado con prudencia, de manera precavida. No hemos opinado sobre este tema, porque se trata de un asunto interno del gobierno de Estados Unidos, de dos posturas y preferimos abstenernos.",0.2616048752381041,39,28,12,2018
770,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Además, estamos buscando mantener siempre una muy buena relación con el gobierno de Estados Unidos. No queremos ser imprudentes. No consideramos que debamos participar en este asunto, opinar sobre este asunto.",0.5883910599119928,31,28,12,2018
771,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Les comento, como información complementaria, que ahora que se solicitó la participación de la agencia de Estados Unidos especializada en la revisión de estos accidentes, como el gobierno está parado se les pidió que hicieran una excepción y contestaron positivamente.",0.0548936088414974,40,28,12,2018
772,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"El secretario de Relaciones Exteriores le pidió al señor Pompeo, jefe del Departamento de Estado, que nos ayudaran para que, aun en la circunstancia en que se encuentra el gobierno, pudieran ayudarnos, participar en la elaboración de este dictamen.",0.1620142688507211,39,28,12,2018
773,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y por eso es que ayer informan de que están en condiciones de apoyar. Pero, como aquí lo mencionó el ingeniero, ya la comisión de especialistas de Canadá ya estaba en la Ciudad de México, o estaba por llegar a la Ciudad de México.",0.1178452014090848,44,28,12,2018
774,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, ahora se van a aprovechar las dos agencias o la opinión de las dos agencias buscando la conciliación para que se tenga ahora sí que un doble dictamen, y se requiere hasta otra opinión más de especialistas de la Unión Europea.",0.525016492610949,42,28,12,2018
775,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Pero todo esto se puede lograr si llevamos una buena relación con el gobierno de Estados Unidos, se hacen estas excepciones. Entonces, por eso cuidamos mucho la relación con el gobierno de Estados Unidos.",0.3343407870556993,34,28,12,2018
776,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Desde luego, nosotros vamos a defender siempre nuestra soberanía. En el caso de los migrantes, ya hemos dejado de manifiesto nuestro respeto al derecho de los seres humanos a buscarse la vida, a emigrar. Vamos siempre a proteger a migrantes, a defender sus derechos humanos.",0.0745582062127803,45,28,12,2018
777,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esas son posturas de principios que tienen que ver con nuestras convicciones. Eso no está a negociación, son asuntos de principios. Pero lo demás consideramos que no debe de ocuparnos por ahora.",0.4074402574816432,32,28,12,2018
778,PREGUNTA,": Buenos días, presidente. Buenos días, secretario. Alejandro Lelo de Larrea, de Grupo Cantón y Diario Basta.",0.2325179545188776,17,28,12,2018
779,PREGUNTA,"Preguntarle, presidente, si nos pudiera dar detalles, por favor, qué habló la secretaria de Gobernación el viernes pasado con la entonces gobernadora de Puebla, de esa reunión, me imagino que usted tiene algún reporte, ¿cuáles fueron los detalles de la reunión y si se tocó concretamente el tema del combate al huachicoleo?",0.5719913368740799,52,28,12,2018
780,PREGUNTA,"Y también, si me permite el ingeniero Jiménez Espriú, preguntarle sobre los alcances de estos dictámenes, de estos peritajes. Si nos pudiera explicar un poco para quienes no tenemos esa experiencia, esa especialidad de dictámenes, ¿qué van a hacer exactamente? Algo que pudiera ser muy coloquial para la gente.",0.0423379440513442,49,28,12,2018
781,PREGUNTA,"Y si estos dictámenes de alguna manera van a rebasar o van también a revisar el dictamen que hizo la Marina, que determinó que no había explosivos.",0.0637884968470947,27,28,12,2018
782,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": La conversación, plática, encuentro, de la secretaria de Gobernación con la gobernadora de Puebla en ese tiempo, podría la licenciada Olga Sánchez Cordero explicarles a ustedes en qué términos se dio esa plática.",0.1077639525723017,34,28,12,2018
783,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"A mí me informó que había tenido ese encuentro porque es el trabajo de la secretaria de Gobernación; tiene la relación con todos los gobiernos de los estados y la relación con el Poder Judicial y con el Poder Legislativo. Es la nueva función de la Secretaría de Gobernación, la relación con gobiernos estatales y con los otros Poderes de la Unión.",0.4791064150653623,62,28,12,2018
784,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, ella podría informarles. Yo le voy a pedir que hable con ustedes y que les relate en qué términos fue esta conversación.",0.1095572284892237,23,28,12,2018
785,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Lo que sí puedo asegurarles es que ese tema de lo que comúnmente se llama el huachicol no lo trataron, eso sí se los puedo comentar, fue una plática de otro tipo, de otras características.",0.0614574189681297,35,28,12,2018
786,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Y aquí el ingeniero les contesta.,0.0726725634988924,6,28,12,2018
787,SECRETARIO JAVIER JIMENEZ ESPRIU,: Gracias. La participación de estos grupos es para definir la causa del accidente. Es un dictamen estrictamente técnico que definirá por qué cayó el helicóptero.,0.0813445611322468,26,28,12,2018
788,SECRETARIO JAVIER JIMENEZ ESPRIU,"Para esto, hacen un análisis del sitio para ver qué pasó con el sitio, para definir cómo cayó el helicóptero, y después se llevarán las partes para inspeccionar por qué se rompieron las partes, qué tienen las partes, que planteen las posibilidades de la definición.",0.2140883206031046,45,28,12,2018
789,SECRETARIO JAVIER JIMENEZ ESPRIU,"Se están llevando también algunas computadoras que se logró encontrar; computadoras que traen la historia del vuelo en función de la turbina, por ejemplo, a qué revoluciones iba, si se paró, si no se paró. Todas estas cuestiones para saber cuál fue la causa del accidente.",0.1629765946967821,46,28,12,2018
790,SECRETARIO JAVIER JIMENEZ ESPRIU,"Es un dictamen estrictamente técnico, que nos permitirá saber si hubo una falla en el helicóptero, si se cayó por una falla del piloto o si hubo alguna cuestión adicional que pudiera causar eso. Es estrictamente técnico lo que va a producirse.",0.020426284326693,42,28,12,2018
791,PREGUNTA,": (Inaudible) …el dictamen de la Marina, ¿si ese podría quedar rebasado con éste, o el de la Marina ya quedó firme?",0.0546703197756009,22,28,12,2018
792,SECRETARIO JAVIER JIMENEZ ESPRIU,": Bueno, la Marina planteó que no encontró explosivos y aparentemente la forma que hoy tienen las partes, el helicóptero y lo que se dio, así lo indica. Si encontraran alguna cuestión diferente, los técnicos lo reportarían en su dictamen.",0.0327657078248841,40,28,12,2018
793,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,: Nada más aquí para aclarar bien. Vamos a esperar este dictamen o los dictámenes de estas agencias independientes. Eso es lo que va a definir cuáles fueron las causas del desplome del helicóptero.,0.2512919277794794,34,28,12,2018
794,PREGUNTA,: Eduardo García (inaudible).,0.5364765541795866,4,28,12,2018
795,PREGUNTA,"Una petición informativa, aprovechando la presencia del secretario de Comunicaciones.",0.2724793924339203,10,28,12,2018
796,PREGUNTA,"Si nos podrían dar el análisis de los costos de los dos proyectos aeroportuarios que existían: el de NAIM versus el de Santa Lucía, Ciudad de México-Toluca, porque usted asegura que hay un ahorro de 100 mil millones de pesos y hay quienes piensan que no es tanto, por lo que ya se invirtió en el NAIM.",0.0299288617620236,57,28,12,2018
797,PREGUNTA,"Entonces, si nos pueden dar el análisis de esos costos, de esos dos proyectos, lo agradeceré, y si hay un análisis de costo-beneficio de las dos alternativas, también sería muy pertinente para nuestros lectores.",0.0109257896593786,34,28,12,2018
798,PREGUNTA,"Y la pregunta para usted, regresando al tema de ayer del robo de combustibles, van a afectar intereses muy poderosos y no sé si esto lo ha hecho o lo hará usted replantearse el asunto de su seguridad personal y el de sus colaboradores.",0.0071338053359469,44,28,12,2018
799,PREGUNTA,"Son 60 mil millones de pesos al año, le van a dar un duro golpe a un negocio ilícito que podría generar, como dicen en la física, una reacción en la misma proporción, pero en sentido contrario, y quería saber si esto no lo ha llevado a replantear este asunto de su seguridad personal.",0.0039954911957618,54,28,12,2018
800,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Acerca de los costos sobre el aeropuerto, yo sostengo y tengo elementos para reafirmar que nos vamos a ahorrar los mexicanos más de 100 mil millones de pesos al tomar la decisión de construir las dos pistas nuevas en Santa Lucía.",0.517855490716936,42,28,12,2018
801,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Que vamos a tener, repito, en tres años, cinco pistas: las dos actuales del aeropuerto internacional Benito Juárez, de la Ciudad de México, y tres pistas en Santa Lucía.",0.846807304368962,29,28,12,2018
802,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y, con relación al proyecto de construcción de Lago de Texcoco, que iba a significar tener dos pistas en el 2024, y cancelar el actual aeropuerto y el de Santa Lucía. Además de eso, con números consideramos que vamos a ahorrar más de 100 mil millones.",0.1985957904505431,46,28,12,2018
803,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"La precisión, el detalle sobre los datos se van a dar conocer a principios de enero, ya en 10, 15 días más. Estamos afinando nada más el proyecto de Santa Lucía. Ya se tiene avanzado, incluso queremos, se los informé, lanzar convocatorias, licitaciones de construcción y estar, a más tardar en febrero o marzo, ya trabajando con maquinaria pesada en la construcción de las pistas en Santa Lucía, porque no vamos a perder tiempo.",0.0373052786385397,74,28,12,2018
804,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Acerca de la seguridad. Ya les he dicho, vamos a continuar de la misma manera. No le hacemos mal a nadie. El que lucha por la justicia no tiene nada que temer.",0.1831045748022979,32,28,12,2018
805,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y nosotros tenemos una encomienda de los ciudadanos, que es el que se acabe la corrupción y la vamos a cumplir. Y como decía Juárez: ‘Nada por la fuerza, todo por la razón y el derecho’.",0.0712624253276059,36,28,12,2018
806,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Y tenemos que ir convenciendo. Van a decir que somos ingenuos. No. Somos idealistas y pensamos que el ser humano es bueno por naturaleza. Que son las circunstancias los que llevan a algunas personas a tomar el camino de las conductas antisociales.,0.1055775165314806,42,28,12,2018
807,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Pero ahora hay otras circunstancias en el país. Y la consigna es, el llamado es, el lema es: Todos a portarnos bien, todos a portarnos bien. Es la nueva etapa.",0.3491096050316362,30,28,12,2018
808,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, por eso no vamos a cambiar en nada, vamos a seguir igual. Nosotros respetamos a nuestros semejantes y estoy seguro que nuestros semejantes nos van a respetar a nosotros.",0.1106863944210861,30,28,12,2018
809,PREGUNTA,": Buenos días, Nadia Sanders, de México.com",0.125238278779973,7,28,12,2018
810,PREGUNTA,"Señor, insistiendo en el tema de ayer, cuesta trabajo pensar que un negocio millonario, como comenta mi compañero Eduardo, de 60 mil millones de pesos y haya tres personas detenidas.",0.037578754184099,30,28,12,2018
811,PREGUNTA,"Ustedes mencionaron ayer que hicieron todo un trabajo de investigación, seguramente hacia la campaña usted ya tenía información, o desde años atrás, de este saqueo a Pemex y comentó usted que desde el sexenio de Vicente Fox se tenía registro del robo.",0.0007536455331683,42,28,12,2018
812,PREGUNTA,"Entonces, uno, dos, tres, cuatro, cinco, ocho o siete directores de Pemex sabían de esto, empezando por el último, Carlos Alberto Treviño, José Antonio González Anaya, Emilio Lozoya Austin, Juan José Suárez Coppel, Jesús Reyes Heroles, Luis Ramírez Corzo, Raúl Muñoz Leos. ¿Contra ellos habría investigación, o habría investigación de sus acciones?",0.00015033807494,52,28,12,2018
813,PREGUNTA,"Y, sobre todo, ayer se corrió el rumor de la detención del líder sindical, y con justificada razón, Carlos Romero Deschamps, diciendo usted que había zonas resguardadas sólo por el sindicato.",0.0413647557243818,31,28,12,2018
814,PREGUNTA,"¿Sólo tres detenidos, señor presidente, después de este saqueo a Pemex?",0.0046734927873237,11,28,12,2018
815,PREGUNTA,¿Hasta dónde llegarán estas investigaciones? Porque un robo de este tamaño no se puede pensar sin la complicidad de gobiernos estatales o federal.,0.0045446260011553,23,28,12,2018
816,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,: Yo soy partidario de que veamos hacia adelante y que todos hagamos el compromiso de acabar con la corrupción y con la impunidad.,0.0741090419392737,24,28,12,2018
817,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Soy partidario, en este caso, del punto final y de que iniciemos una etapa nueva. Lo dije en el acto de toma de posesión.",0.2854765176575831,24,28,12,2018
818,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Vamos a ser inflexibles, estrictos en lo que a nosotros nos corresponde. Es cero corrupción, cero impunidad, a partir de nuestro gobierno. Si nosotros fallamos, si nosotros cometemos ilícitos, que caiga sobre nosotros todo el peso, todo el rigor de la ley, toda la condena pública.",0.0066287016980786,46,28,12,2018
819,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Pero no queremos quedarnos anclados. No queremos empantanarnos en acusaciones, en juicios, en denuncias como era costumbre en sexenios anteriores, sólo para simular, como se dice coloquialmente, para taparle el ojo al macho. No. Ya es una etapa nueva.",0.009323961475464,39,28,12,2018
820,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Desde luego que sí se tenía conocimiento del robo de hidrocarburos, y hay pruebas de que se sabía desde el gobierno del presidente Fox, es más, se descontaba del presupuesto.",0.1928566030275554,30,28,12,2018
821,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"En aquellos tiempos, les comentaba, el robo era de 12 mil millones de pesos al año. Ahora se calcula en más de 60 mil millones.",0.0496638503529538,25,28,12,2018
822,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, se inicia este plan para que entre todos evitemos este robo. Que el que, a pesar del llamamiento a portarnos bien, siga pensando que es lo mismo y que van a seguir robando, entonces sí, no va a ser conmigo, va a ser con la ley y sí vamos a castigar a responsables.",0.0194536405485636,54,28,12,2018
823,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo espero que las cosas cambien, porque ahora hay un despliegue de elementos del Ejército y de la Marina en todas las instalaciones de Pemex que no había. Había un servicio contratado nada más de vigilancia, pero no podían certificar volúmenes de manejo de crudo, de gasolinas, de diésel en tanques, en refinerías.",0.0284528206997746,53,28,12,2018
824,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Ahora sí, es en todo el sistema, incluido el sistema de monitoreo de ductos. Hay un sistema para conocer con precisión cuando hay una baja de presión en un ducto, lo que indica que hay tomas clandestinas.",0.012673829780862,37,28,12,2018
825,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, en la investigación que se hizo se encontró que en ese sistema de monitoreo no se actuaba con rectitud. Hay una norma para que cuando baja la presión, inmediatamente se cierren válvulas para evitar fugas. Y bajaba la presión mucho más de lo establecido y, sin embargo, no se cerraban las válvulas. Esto, desde el sistema de monitoreo.",0.001279279414222,59,28,12,2018
826,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces ese sistema, ya con técnicos especializados, está intervenido como las instalaciones de acuerdo al plan que se les presentó el día de ayer.",0.1059880628096617,24,28,12,2018
827,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, no va a haber omisiones. Estaba pasando esto muy lamentable y estamos actuando para evitar ya el robo, se acabó la corrupción. Eso es lo que puedo comentarles.",0.0163613243981824,29,28,12,2018
828,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Imagínense que se robaban en promedio 600 pipas, de 15 mil litros cada pipa, y había días de más de mil pipas. Estamos hablando de una organización, de otra empresa; de un Pemex pirata, dual. Toda una organización. Era imposible.",0.0067526283597073,40,28,12,2018
829,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo tenía pensado incluso esperarnos por estos acontecimientos lamentables de Puebla, pero ya no aguantaba. No podía yo estar con una información de esas características sin transmitirlo a la gente, a sabiendas de que la mayor parte de los mexicanos no tenía una idea clara del monto de lo robado.",0.0278380267750545,50,28,12,2018
830,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Sí se hablaba del huachicol. Incluso hay la hipótesis que era una cortina de humo lo del huachicol, lo de la ordeña de los ductos, porque el robo de combustible se fraguaba desde el interior de la empresa; es decir, se permitía desde el interior de la empresa.",0.0024048717886183,48,28,12,2018
831,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Se sostiene en hipótesis que, del robo de hidrocarburos, sólo el 20 por ciento se da afuera, y el 80 por ciento adentro. Entonces, por eso la intervención en Pemex, para evitar este robo, estos ilícitos. Eso es lo que puedo comentarles.",0.004536390489043,42,28,12,2018
832,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y así también adelanto, vamos a actuar en el caso de las facturas falsas, de la doble facturación. Es también una gran evasión fiscal.",0.0212487560851375,24,28,12,2018
833,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo tengo confianza de que nuestro país va a salir adelante. Vamos a sacar a nuestro querido México adelante. Va a haber progreso con justicia, porque vamos a terminar con la corrupción, dando el ejemplo.",0.4889559116623966,35,28,12,2018
834,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"¿Qué es lo que sucedía? Que, si los de arriba se dedicaban a hacer negocios al amparo del poder público, se dedicaban a la corrupción, pues los intermedios y los de abajo hacían lo mismo.",0.2952105496281291,35,28,12,2018
835,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Hay hasta un sentir abajo, en el caso del huachicol, que por qué no lo hacen ellos, si los de arriba se dedicaban a saquear, a robar. Eso se termina. No va a haber huachicol ni arriba ni abajo. Y todos a portarnos bien.",0.0244596253265787,44,28,12,2018
836,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Por cierto, hay una investigación de una periodista que, ahora me voy a acordar de ella, de una revista, que incluso hizo un libro ¿No está Jesús?",0.2594511829409326,27,28,12,2018
837,PREGUNTA,: (Inaudible),0.541333260777616,2,28,12,2018
